ID,EST,HEB,PoS,score
2806,rõõmustav,משמח,adjectives,3.25
2807,saatma,להביא,verbs,0.85
2808,kodus,הרחק,adverbs,0.9
2809,valge,צר,adjectives,0.1
2810,pall,מחבט,nouns,1.2
2811,märgatav,ברור,adjectives,3.45
2812,andma,לגנוב,verbs,0.55
2813,salat,חומץ,nouns,0.8
2814,muru,טחב,nouns,1.75
2815,pink,כיסא,nouns,3.25
2816,abitu,תלותי,adjectives,3.3
2817,liputeadus,דגל,nouns,1.4
2818,portreteerima,להודיע,verbs,0.55
2819,vaidlema,לצעוק,verbs,1.5
2820,kallutama,להסית,verbs,3.9
2821,univesum,שמיים,nouns,1.85
2822,sõdur,שלום,nouns,0.6
2823,paindlik,גדול,adjectives,0.3
2824,jalaga lööma,לפגוע,verbs,1.65
2825,tahtma,להשאיל,verbs,0.4
2826,vihm,ערפל,nouns,2.2
2827,süüdistama,לדחוף,verbs,0.45
2828,organiseeritud,מבולגן,verbs,0.85
2829,rind,גוף,nouns,1.75
2830,hävitama,ליצור,verbs,0.8
2831,paljusus,גודש,nouns,3.9
2832,võrkpall,כדור,nouns,2.25
2833,tuginema,להיכשל,verbs,0.2
2834,polüester,כותנה,nouns,1.2
2835,selgroog,גוף,nouns,1.65
2836,maakera,עולם,nouns,3.65
2837,arst,מזג,nouns,0.1
2838,juhm,ילדותי,adjectives,1.75
2839,täht,בהירות,nouns,1.4
2840,refrään,זמר,nouns,1.55
2841,säästja,חיסכון,nouns,1.5
2842,kaine,שיכור,adjectives,0.8
2843,bänd,תזמורת,nouns,3.55
2844,ülestunnistus,הכחשה,nouns,0.85
2845,uskumus,דעה,nouns,3.65
2846,ema,אבא,nouns,1.75
2847,häbenev,בר מזל,adjectives,0.1
2848,kindlalt,ברור,adverbs,3.1
2849,energia,סוללה,nouns,1.95
2850,meelt lahutama,להנות,verbs,2.1
2851,ära ütlema,לקבל,verbs,0.75
2852,õde,מדען,nouns,0.35
2853,neuropsühholoogia,פרפסיכולוגיה,nouns,1.3
2854,kaneel,ממתק,nouns,1.0
2855,meri,צונאמי,nouns,1.3
2856,külg,פסגה,nouns,0.7
2857,tekk,מיטה,nouns,1.3
2858,tööline,מעסיק,nouns,1.45
2859,lõuna,כריך,nouns,1.25
2860,korvpall,בייסבול,nouns,1.8
2861,laisk,יקר ערך,adjectives,0.15
2862,illustratsioon,שלפוחית,nouns,0.05
2863,juht,מנהל,nouns,3.75
2864,kogunema,להגיע,verbs,1.65
2865,äri,תאגיד,nouns,2.25
2866,vaidlema,להתלונן,verbs,1.5
2867,ühinema,להתחתן,verbs,1.2
2868,triumf,ניצחון,nouns,4.15
2869,õigus,לימודים,nouns,0.7
2870,vinge,נפלא,adjectives,4.2
2871,rääkima,ללחוש,verbs,2.2
2872,pritsess,לחמניה,nouns,0.05
2873,otsustama,להסיק,verbs,1.2
2874,tolmukas,האבקה,nouns,1.95
2875,rääkima,להקשיב,verbs,0.85
2876,laviin,שלג,nouns,1.65
2877,palavik,שפעת,nouns,1.95
2878,keraamika,קדרות,nouns,3.7
2879,puudumine,נוכחות,nouns,0.95
2880,rahvahulk,מצעד,nouns,1.7
2881,preester,אל,nouns,1.35
2882,sessioon,מטופל,nouns,0.95
2883,ajaleht,מידע,nouns,1.5
2884,kohtlema,לשלם,verbs,0.35
2885,voodi,עריסה,nouns,3.8
2886,hümn,תורה,nouns,0.3
2887,hea,חריף,adjectives,1.0
2888,õpetama,להעניש,verbs,0.6
2889,struktuur,טופולוגיה,nouns,2.05
2890,panema,לתלות,verbs,1.35
2891,valima,להצביע,verbs,3.35
2892,august,חודש,nouns,2.05
2893,suurus,גודל,nouns,3.75
2894,võitja,מועמד,nouns,1.2
2895,leht,מטוס,nouns,0.15
2896,tossud,מדליה,nouns,0.65
2897,vaikselt,באופן פסיבי,adverbs,1.15
2898,katteta,מכוסה,adjectives,0.75
2899,valik,כלא,nouns,0.55
2900,sisenema,ללכת,verbs,0.95
2901,suu,שפה,nouns,1.85
2902,tilkuma,לשפוך,verbs,1.75
2903,tabamus,מסגרת,nouns,0.25
2904,kandma,להביא,verbs,2.05
2905,enamasti,לעומק,adverbs,0.85
2906,mõtlema,לנסות,verbs,0.7
2907,rahuldama,להבין,verbs,0.25
2908,mõtlema,להצדיק,verbs,1.8
2909,püsimatu,צעיר,adjectives,0.75
2910,mootor,שסתום,nouns,1.7
2911,käelaba,מפרק,nouns,1.8
2912,seaduslik,לא חוקי,adjectives,0.85
2913,reaalsus,הזיה,nouns,1.1
2914,ettenägematu,בלתי צפוי,adjectives,5.25
2915,eellane,עבר,nouns,1.9
2916,tool,ספסל,nouns,3.25
2917,sotsiobioloogia,מוטציה,nouns,0.75
2918,evakueerima,לקבוע,verbs,0.15
2919,jõllitama,לפזול,verbs,1.4
2920,laadija,דיסק,nouns,0.3
2921,uitama,לנדוד,verbs,4.0
2922,kandma,לקחת,verbs,1.5
2923,vill,הדגמה,nouns,0.05
2924,nurk,אזור,nouns,0.9
2925,valuuta,חליפין,nouns,1.35
2926,kokkulepe,חוזה,nouns,5.0
2927,kauss,סמטה,nouns,0.0
2928,hoidma,להחזיק,verbs,2.4
2929,naljakas,משעמם,adjectives,0.55
2930,mootor,סירה,nouns,0.95
2931,lõdisema,לקפוא,verbs,1.85
2932,mees,דוד,nouns,1.8
2933,penn,מציאה,nouns,0.3
2934,pea,רגל,nouns,1.0
2935,ütlema,לאמת,verbs,1.4
2936,rumal,מטומטם,adjectives,4.6
2937,haigla,מיטה,nouns,1.1
2938,valima,להחליט,verbs,3.4
2939,ühinema,לרכוש,verbs,0.4
2940,iidne,חדש,adjectives,0.7
2941,karastusjook,בירה,nouns,1.85
2942,vajama,לסדר,verbs,0.5
2943,põgenema,להימלט,verbs,5.3
2944,saak,אל,nouns,0.15
2945,kardin,מוט,nouns,0.85
2946,vürtsine,חלש,adjectives,0.1
2947,heidutama,לתסכל,verbs,2.95
2948,allikas,קופסה,nouns,0.0
2949,riie,פשתן,nouns,2.35
2950,kokku hoidma,לבזבז,verbs,0.9
2951,maskeerima,לכסות,verbs,2.75
2952,poliitik,נשיא,nouns,2.65
2953,hobune,סוסה,nouns,3.1
2954,kaunistus,מעטפה,nouns,0.45
2955,korter,רהיט,nouns,1.05
2956,keemia,תיאוריה,nouns,0.5
2957,rahul,שמח,adjectives,4.55
2958,lammutama,לרסק,verbs,4.25
2959,dieet,תפוח,nouns,0.8
2960,pettus,שחיתות,nouns,3.15
2961,abikaasa (naine),אישה,nouns,4.3
2962,nina,ראש,nouns,1.1
2963,seemik,עלה,nouns,1.35
2964,tsitrus,תפוז,nouns,3.2
2965,jõud,סבולת,nouns,2.7
2966,eitama,לשקר,verbs,1.3
2967,võrevoodi,מיטה,nouns,3.8
2968,alkohol,בירה,nouns,2.45
2969,nööp,בגדים,nouns,1.05
2970,lumi,סערה,nouns,1.85
2971,parlament,קונגרס,nouns,3.45
2972,taassoojendama,חימום מראש,nouns,1.95
2973,mugavus,בטיחות,nouns,1.15
2974,vektor,מטריצה,nouns,1.95
2975,toll,יארד,nouns,1.65
2976,minema,להיכנס,verbs,0.95
2977,ajakiri,כתבה,nouns,1.75
2978,moraal,אגדה,nouns,0.5
2979,maatriks,מולקולה,nouns,0.45
2980,lükkama,להאשים,verbs,0.45
2981,vesi,בצורת,nouns,0.65
2982,aju,עצם,nouns,1.25
2983,janune,רעב,adjectives,1.75
2984,suhkur,דבש,nouns,1.95
2985,aken,קרסול,nouns,0.0
2986,saama,להסכים,verbs,3.1
2987,meelespea,הבדל,nouns,1.0
2988,hindama,ללמוד,verbs,0.75
2989,aktsepteerima,לסלוח,verbs,2.0
2990,suur,כבד,adjectives,1.8
2991,oht,איום,nouns,3.35
2992,kergeusklik,טיפשי,adjectives,2.55
2993,eine,מותן,nouns,0.55
2994,heldelt,לעולם לא,adverbs,0.55
2995,pentsik,מוזר,adjectives,5.35
2996,süntaks,מילת מפתח,nouns,0.95
2997,hankima,לרכוש,verbs,3.25
2998,märkmik,אקדח,nouns,0.0
2999,märksõna,תחביר,nouns,0.95
3000,isa,בן,nouns,1.9
3001,popkorn,קולנוע,nouns,1.05
3002,lamp,שד,nouns,0.85
3003,kael,גב,nouns,1.55
3004,hiljutine,רענן,adjectives,3.7
3005,aitama,להגן,verbs,1.6
3006,teema,ספר,nouns,0.85
3007,kana,הודו,nouns,1.55
3008,reostus,נשיא,nouns,0.1
3009,kalkun,ציפור,nouns,2.0
3010,loll,אינטליגנטי,adjectives,0.8
3011,ots,פרק,nouns,0.25
3012,kümnend,עידן,nouns,2.3
3013,suund,פעולה,nouns,1.65
3014,kelder,דלת,nouns,0.95
3015,pöörane,אומלל,adjectives,0.55
3016,vana,מעורבב,adjectives,0.1
3017,piparmünt,מסטיק,nouns,1.0
3018,kaamera,עובד,nouns,0.15
3019,omandama,להשיג,verbs,3.25
3020,kroon,מפתח,nouns,0.45
3021,särk,קרדיגן,nouns,1.7
3022,kass,חיית מחמד,nouns,2.5
3023,naine,ג'ינס,nouns,0.45
3024,teksad,אישה,nouns,0.45
3025,kiljuma,לצרוח,verbs,3.8
3026,tipp,צד,nouns,0.7
3027,osalema,להתכנס,verbs,1.65
3028,mõnikord,באופן אחיד,adverbs,0.55
3029,patarei,אנרגיה,nouns,1.95
3030,vähetähtis,משמעותי,adjectives,0.75
3031,pettumus,כעס,nouns,2.65
3032,diplomaatia,הדיינות,nouns,2.55
3033,õhupall,אנשים,nouns,0.2
3034,avalik,פרטי,adjectives,1.1
3035,kell,מגדל,nouns,1.15
3036,paat,עץ,nouns,0.55
3037,klaaspurk,כוס,nouns,1.65
3038,lift,מכונית,nouns,0.75
3039,raputama,לבחוש,verbs,2.3
3040,kostüüm,כדור,nouns,0.9
3041,amorfne,חסר צורה,adjectives,4.65
3042,müüma,להשאיל,verbs,1.0
3043,kohtuma,לשחות,verbs,0.05
3044,rõõmustav,נפלא,adjectives,2.65
3045,kerge,נוקשה,adjectives,0.45
3046,jalgpall,כיף,nouns,0.8
3047,televisioon,קולנוע,nouns,2.4
3048,muld,בוץ,nouns,2.4
3049,kool,חוק,nouns,0.7
3050,džinn,אלכוהול,nouns,2.2
3051,osalema,לשלוח,verbs,0.8
3052,väsinud,רעב,adjectives,0.9
3053,ülioluline,חשוב,adjectives,3.55
3054,ratsionaalne,פיכח,adjectives,2.55
3055,teadustama,להצהיר,verbs,4.15
3056,tõene,שקרן,adjectives,0.8
3057,rahulikult,בנחישות,adverbs,0.45
3058,andma,לשמור,verbs,0.55
3059,nurjuma,להפסיד,verbs,2.4
3060,teesklema,להניח,verbs,0.55
3061,valetama,להעמיד פנים,verbs,2.95
3062,rahvas,בלון,nouns,0.2
3063,mõõdukas,בינוני,adjectives,3.25
3064,mehaanik,עובד,nouns,2.1
3065,selgitama,להסביר,verbs,4.3
3066,org,דיכאון,nouns,0.3
3067,solvama,לפגוע,verbs,3.45
3068,muretsema,לבזבז,verbs,0.25
3069,riietatud,מכוסה,adjectives,3.3
3070,meelde tuletama,לשכוח,verbs,0.85
3071,veiseliha,בשר,nouns,2.75
3072,jooma,לגדל,verbs,0.4
3073,lubatud,חוקי,adjectives,4.6
3074,toit,תוכנית,nouns,0.4
3075,jumal,טרף,nouns,0.15
3076,informeerima,להבריק,verbs,0.0
3077,lahkuma,לנדוד,verbs,1.1
3078,kulm,עין,nouns,1.35
3079,viski,שמפניה,nouns,1.75
3080,algama,התחיל,verbs,4.8
3081,jard,מטר,nouns,2.4
3082,kirjanik,כישרון,nouns,0.95
3083,alus,חומצה,nouns,1.1
3084,alumiinium,בדיל,nouns,1.65
3085,säilitama,לשכוח,verbs,0.75
3086,lükkama,למשוך,verbs,0.8
3087,taifuun,ציקלון,nouns,3.7
3088,siin,עכשיו,adverbs,2.35
3089,võlts,מלאכותי,adjectives,3.85
3090,nina,גרון,nouns,1.3
3091,püüdma,לשחרר,verbs,0.9
3092,töö,כלי,nouns,1.05
3093,teostama,לנצח,verbs,1.6
3094,liblikas,ורד,nouns,0.45
3095,meel,אינטואיציה,nouns,3.95
3096,ortodont,רופא,nouns,2.9
3097,ettevaatlikult,באופן מסוכן,adverbs,0.65
3098,korporatsioon,בייסבול,nouns,0.35
3099,nägemine,תפיסה,nouns,2.75
3100,sonett,יופי,nouns,0.55
3101,isa,הורה,nouns,3.1
3102,kirjutama,לשרבט,verbs,2.7
3103,muu,הפוך,adjectives,0.55
3104,ühendama,לקשור,verbs,3.15
3105,laud,שקיעה,nouns,0.05
3106,kuld,אבץ,nouns,1.45
3107,autopasun,מכונית,nouns,1.15
3108,puit,אבן,nouns,0.95
3109,heelium,אוויר,nouns,1.7
3110,põlv,עצם,nouns,1.3
3111,surema,לקבור,verbs,1.05
3112,öö,יום,nouns,1.05
3113,raputama,לאסוף,verbs,0.15
3114,tunnistama,לדבר,verbs,1.15
3115,täiskasvanu,הורה,nouns,2.6
3116,leedi,ג'נטלמן,nouns,1.1
3117,vastandlik,ייחודי,adjectives,0.7
3118,kindlus,קיר,nouns,1.5
3119,ühiskond,מועדון,nouns,1.45
3120,kihluma,להתחתן,verbs,1.75
3121,kalju,זנב,nouns,0.0
3122,kohtunik,בית משפט,nouns,1.65
3123,võlts,אמיתי,adjectives,0.75
3124,kaaspiloot,תא הטייס,nouns,1.25
3125,tõenäoliselt,בהחלט,adverbs,1.2
3126,kaitsma,לכסות,verbs,1.45
3127,õnnelik,צעיר,adjectives,0.75
3128,kerge,קשה,adjectives,0.75
3129,magamistuba,מיטה,nouns,1.3
3130,ala,אזור,nouns,4.35
3131,mäss,ציור,nouns,0.15
3132,proovima,להשיג,verbs,1.0
3133,valimisõigus,יציאה,nouns,0.15
3134,vastutustundetu,ילדותי,adjectives,2.45
3135,õnnelik,עליז,adjectives,4.55
3136,reis,מסע,nouns,4.5
3137,lämmatama,לשרוף,verbs,0.55
3138,torn,פעמון,nouns,1.15
3139,ebakindel,תלותי,adjectives,1.5
3140,helilooja,סופר,nouns,1.65
3141,karusnahk,אקדח,nouns,0.3
3142,eitama,לקבל,verbs,0.35
3143,plekkpurk,בקבוק,nouns,1.6
3144,täielik,גמור,adjectives,2.55
3145,koguma,לנער,verbs,0.15
3146,inspekteerima,לבחון,verbs,2.8
3147,kehvasti, בענווה,adverbs,0.8
3148,raam,מכה,nouns,0.25
3149,täiskasvanu,תינוק,nouns,1.15
3150,luud,אבק,nouns,1.2
3151,karistama,להכות,verbs,1.9
3152,varjend,צריף,nouns,1.55
3153,taevas,שמש,nouns,1.45
3154,andestama,להבין,verbs,1.75
3155,ükskord,מיידית,adverbs,0.25
3156,käsi,גוף,nouns,1.25
3157,nõudma,לגעור,verbs,1.3
3158,vajalik,חיוני,adjectives,4.35
3159,vagun,כרכרה,nouns,2.85
3160,õpetaja,עוזר,nouns,1.7
3161,stipendium,שכר לימוד,nouns,1.35
3162,täielikult,באופן שולי,adverbs,1.0
3163,kõrb,דיונה,nouns,1.75
3164,kana,סעודה,nouns,0.7
3165,õrnalt,ברוגע,adverbs,2.35
3166,ümberlõikus,עורלה,nouns,1.55
3167,naps,להקה,nouns,0.3
3168,julm,לא הוגן,adjectives,1.6
3169,ametlikult,בחוזקה,adverbs,0.5
3170,nüri,חד,adjectives,1.15
3171,kokteil,אלכוהול,nouns,2.25
3172,kohalolek,היעדרות,nouns,0.95
3173,jäik,שביר,adjectives,0.55
3174,abikaasa (mees),גבר,nouns,3.2
3175,mobiiltelefon,טלפון,nouns,4.2
3176,kristlane,פרוטסטנט,nouns,3.0
3177,meteoor,כבידה,nouns,0.9
3178,paat,סיפון,nouns,1.15
3179,sisenema,לעזוב,verbs,0.7
3180,torm,הוריקן,nouns,3.65
3181,tsensuur,חופש,nouns,0.7
3182,mees,ילד,nouns,1.6
3183,kenasti,באדיבות,adverbs,3.85
3184,alkohol,יין,nouns,2.3
3185,pistrik,עיט,nouns,2.3
3186,veider,נורמלי,adjectives,0.8
3187,ülbe,גאה,adjectives,3.4
3188,vali,חצוף,adjectives,1.1
3189,mõõk,כס,nouns,0.6
3190,tagasi võtma,לדחות,verbs,1.15
3191,hoidma,להפסיד,verbs,0.55
3192,siduma,לשזור,verbs,3.6
3193,hingama,לחנוק,verbs,0.85
3194,parim,חמישי,adjectives,0.6
3195,häbelik,מפוחד,adjectives,1.75
3196,segatud,ישן,adjectives,0.1
3197,nuga,אקדח,nouns,2.15
3198,päikeseloojang,חוט,nouns,0.05
3199,uks,חלון,nouns,1.35
3200,ilu,גיל,nouns,0.9
3201,ilu,סונטה,nouns,0.55
3202,fotofon,הומופון,nouns,0.6
3203,ründama,לעצבן,verbs,1.1
3204,kohus,שופט,nouns,1.65
3205,korraldama,לארגן,verbs,5.15
3206,õhtusöök,מרק,nouns,1.65
3207,vana,חדש,adjectives,0.85
3208,hääletama,לבחור,verbs,3.35
3209,vahetus,תחליף,nouns,3.7
3210,avastama,לנבוע,verbs,0.55
3211,peatuma,לשלוט,verbs,0.65
3212,ekraan,פונולוגיה,nouns,0.25
3213,tugevus,יכולת,nouns,2.85
3214,rõõmsameelne,מהנה,adjectives,3.25
3215,tina,אלומיניום,nouns,1.65
3216,riputama,להניח,verbs,1.35
3217,gripp,חום,nouns,1.95
3218,kalender,תאריך,nouns,1.8
3219,soovima,לחשוק,verbs,4.35
3220,makse,מטבע,nouns,1.6
3221,sõna,עמוד,nouns,0.95
3222,mood,צורה,nouns,0.85
3223,normaalselt,באופן חריג,adverbs,0.75
3224,ajurünnak,טלסקופ,nouns,0.0
3225,pliiats,סיפור,nouns,0.55
3226,ülesanne,אישה,nouns,0.05
3227,maksma,לטפל,verbs,0.35
3228,kirjandus,מילה,nouns,1.55
3229,valik,פרק,nouns,0.5
3230,võmm,שריף,nouns,3.95
3231,seisund,ילד,nouns,0.05
3232,talv,קיץ,nouns,1.25
3233,hiljem,לעולם לא,adverbs,0.4
3234,vagun,מכולה,nouns,2.2
3235,lehekülg,פסקה,nouns,1.95
3236,kokpit,טייס משנה,nouns,1.25
3237,rand,ים,nouns,2.1
3238,kongress,פרלמנט,nouns,3.45
3239,panus,מנחה,nouns,2.15
3240,suhtlema,להתפלל,verbs,0.95
3241,igav,עייף,adjectives,1.25
3242,saatma,ללכת,verbs,0.7
3243,sularaha,כסף,nouns,3.75
3244,politseinik,פוליטיקאי,nouns,0.6
3245,taotlus,מועמד,nouns,1.9
3246,tegu,משחק,nouns,2.1
3247,sinep,גרגיר,nouns,1.25
3248,õlg,ראש,nouns,1.25
3249,ohutult,בשמחה,adverbs,1.0
3250,siduma,לאחד,verbs,3.15
3251,poiss,שותף,nouns,1.35
3252,teadma,לשכוח,verbs,0.7
3253,kindel,ודאי,adjectives,4.95
3254,ilmselge,בולט,adjectives,3.45
3255,nurjuma,לסמוך,verbs,0.2
3256,liikumine,פעילות,nouns,2.3
3257,praadima,לבשל,verbs,2.25
3258,jäädvustama,לחקות,verbs,0.6
3259,keeruline,קשה,adjectives,4.1
3260,hambaarst,קולונל,nouns,0.35
3261,populaarne,מוכר,adjectives,4.05
3262,võtma,לקבל,verbs,1.35
3263,koostama,להרוס,verbs,0.55
3264,elegantselt,יפה,adverbs,2.9
3265,lugu,עפרון,nouns,0.55
3266,sõber,בחור,nouns,1.75
3267,jagamine,כפל,nouns,1.65
3268,andur,רדיאטור,nouns,0.5
3269,abieluväline,בלתי נסלח,adjectives,0.65
3270,hõljuma,לשיר,verbs,0.2
3271,moodus,אופנה,nouns,0.85
3272,regulaarselt,לעיתים,adverbs,1.5
3273,lõimima,לקשור,verbs,3.6
3274,kokku hoidma,לאסוף,verbs,2.15
3275,kino,אופרה,nouns,1.5
3276,tekst,ספר,nouns,2.35
3277,issi,אם,nouns,1.75
3278,veendunud,בטוח,adjectives,4.95
3279,essee,שיעורי בית,nouns,1.8
3280,skulptor,אחוזה,nouns,0.35
3281,mäng,כיף,nouns,1.7
3282,ihaldama,לרצות,verbs,4.35
3283,kunstnik,יצירה,nouns,1.5
3284,sahharoos,פחמימה,nouns,2.65
3285,täpselt,באופן לא מדויק,adverbs,0.75
3286,ülesanne,עבודה,nouns,3.5
3287,nakkus,חולי,nouns,2.35
3288,kärbes,נמלה,nouns,2.05
3289,küpsetama,לטגן,verbs,2.48
3290,ruupor,תוף,nouns,1.05
3291,lahkuma,להישאר,verbs,0.75
3292,noor,שמח,adjectives,0.75
3293,mikroskoop,ביולוג,nouns,1.15
3294,tähelepanu,מודעות,nouns,2.0
3295,paraad,תזמורת,nouns,1.4
3296,ema,רעיה,nouns,2.4
3297,tulnukas,זר,nouns,2.25
3298,sool,מים,nouns,0.9
3299,tegema,להפוך,verbs,1.1
3300,ülesanne,אי,nouns,0.0
3301,erinevus,שארית,nouns,1.0
3302,raske,מורכב,adjectives,4.1
3303,karvapealt,במדוייק,adverbs,5.0
3304,auto,מד,nouns,1.0
3305,valitsus,לטאה,nouns,0.05
3306,kaduma,להתכווץ,verbs,1.75
3307,minut,שנייה,nouns,2.0
3308,sihtmärk,חץ,nouns,1.15
3309,alkohol,ברנדי,nouns,2.45
3310,keskmine,רגיל,adjectives,2.85
3311,müksama,להתרסק,verbs,3.65
3312,närv,מוח,nouns,1.25
3313,karp,סיגר,nouns,0.6
3314,õppekava,מבחן,nouns,1.1
3315,kaliiber,מטרייה,nouns,0.35
3316,kiirus,משרה,nouns,0.45
3317,eesmärk,חיפוש,nouns,1.35
3318,riie,בגדים,nouns,2.2
3319,päris,מזוייף,adjectives,0.75
3320,piire,גבול,nouns,3.85
3321,kodutöö,חיבור,nouns,1.8
3322,heidutama,לעודד,verbs,0.55
3323,piitsutama,להכות,verbs,3.15
3324,müüma,ללכת,verbs,0.2
3325,ebaausalt,בהגינות,adverbs,0.75
3326,käsivars,מפרק,nouns,2.05
3327,relv,תותח,nouns,2.5
3328,roos,פרפר,nouns,0.45
3329,looja,יוצר,nouns,4.5
3330,haiget tegema,לבעוט,verbs,1.65
3331,ühtne,חסר צורה,adjectives,0.4
3332,haihtuma,להיכחד,verbs,4.9
3333,hiir,סיפון,nouns,0.2
3334,riiklik,מוכר,adjectives,1.1
3335,kriitiliselt,בעצם,adverbs,0.25
3336,lööma,להעניש,verbs,1.9
3337,dermatiit,אקזמה,nouns,2.3
3338,mutant,סוציוביולוגיה,nouns,0.75
3339,sõna,ספרות,nouns,1.55
3340,kartmatu,גאה,adjectives,1.15
3341,sitke,קשה,adjectives,3.6
3342,krüptogramm,סמל,nouns,1.7
3343,praadima,להרתיח,verbs,1.3
3344,ootamatu,לא צפוי,adjectives,5.25
3345,igapäevaselt,בדרך כלל,adverbs,3.75
3346,halb,מצוין,adjectives,0.35
3347,kaamera,המשך,nouns,0.05
3348,kalender,חג,nouns,1.3
3349,kena,אכזרי,adjectives,0.4
3350,paraad,המון,nouns,1.7
3351,neutraalne,הססני,adjectives,1.3
3352,juur,דשא,nouns,1.2
3353,lubama,לשחוק,verbs,0.15
3354,kitsas,לבן,adjectives,0.1
3355,uurima,לרדוף,verbs,1.15
3356,hommikusöök,בייקון,nouns,1.1
3357,lahkuma,להיכנס,verbs,0.7
3358,komm,קינמון,nouns,1.0
