ID,FIN,HEB,PoS,score
2707,koulu,חוק,nouns,0.6
2708,vaatteet,אריג,nouns,2.3
2709,korruptio,הונאה,nouns,2.95
2710,matkustaa,ללכת,verbs,2.8
2711,mausteinen,חלש,adjectives,0.1
2712,peittelemätön,חבוי,adjectives,0.6
2713,tulla,לארגן,verbs,0.55
2714,anteliaasti,באדיבות,adverbs,1.9
2715,puuvilla,פוליאסטר,nouns,1.4
2716,unohtaa,לסלוח,verbs,1.3
2717,biologia,אנטומיה,nouns,2.65
2718,lainaaja,אשראי,nouns,1.1
2719,naamio,מסיבה,nouns,0.6
2720,täysikasvuinen,ילדותי,adjectives,0.7
2721,robotiikka,סימולציה,nouns,0.95
2722,hämmästyttävä,מלוכלך,adjectives,0.15
2723,järkyttää,לפגוע,verbs,1.0
2724,poissaolo,נוכחות,nouns,0.7
2725,lamppu,שד,nouns,0.55
2726,humalainen,פיכח,adjectives,0.7
2727,auto,מפעל,nouns,0.55
2728,huippu,תחתית,nouns,0.7
2729,vero,הכנסה,nouns,0.95
2730,maila,כדור,nouns,0.95
2731,laajentaa,לגדול,verbs,3.95
2732,taksiauto,טקסי,nouns,5.25
2733,ihailla,להעריץ,verbs,4.1
2734,käsikirjoitus,ספר,nouns,1.7
2735,suisto,ים,nouns,1.4
2736,tehtävä,אי,nouns,0.0
2737,turhautuminen,כעס,nouns,2.7
2738,pihvi,עוף,nouns,1.4
2739,biologia,ביוטופ,nouns,1.45
2740,normaali,שונה,adjectives,0.65
2741,etsiä,להסתכל,verbs,1.7
2742,lento,תעופה,nouns,2.75
2743,leuka,עצם,nouns,1.5
2744,tulla,לעשות,verbs,0.35
2745,kummallinen,ערמומי,adjectives,0.55
2746,varovaisuus,דאגה,nouns,2.05
2747,turvattu,מעיק,adjectives,0.15
2748,himoita,לרצות,verbs,4.45
2749,käytävä,דלת,nouns,1.0
2750,valkoinen,צר,adjectives,0.0
2751,tyhmä,צפוף,adjectives,0.1
2752,säilyttää,לשמור,verbs,3.45
2753,lusikka,כוס,nouns,1.35
2754,yleensä,לעיתים נדירות,adverbs,1.05
2755,meri,נהר,nouns,1.8
2756,tulostaa,להתעלם,verbs,0.1
2757,vaara,מחלה,nouns,0.75
2758,selkäranka,צוואר,nouns,1.35
2759,molekyyli,אוויר,nouns,1.1
2760,mennä,להיכנס,verbs,0.75
2761,kuulla,לדבר,verbs,0.8
2762,sikari,קופסה,nouns,0.5
2763,valtava,מטומטם,adjectives,0.1
2764,kukka,אמונה,nouns,0.0
2765,ylivalta,אומניפוטנטיות,nouns,2.8
2766,lehti,נבט,nouns,1.5
2767,päättää,לתאר,verbs,0.4
2768,ennustaa,לשער,verbs,3.0
2769,nihilismi,סרט,nouns,0.15
2770,vatsa,גוף,nouns,1.95
2771,kevyesti,בבהירות,adverbs,1.0
2772,ottaa,לשאת,verbs,1.2
2773,rauhanomaisesti,ברוגע,adverbs,4.6
2774,tohtori,פרופסור,nouns,2.7
2775,kiistää,לתת,verbs,0.05
2776,ratkaisematon,ניטרלי,adjectives,0.85
2777,torjunta-aine,מזיק,nouns,0.9
2778,kärsimättömästi,בערך,adverbs,0.45
2779,appelsiini,פרי הדר,nouns,3.6
2780,siemailla,לשתות,verbs,4.4
2781,rentoutunut,רגוע,adjectives,4.0
2782,ostaa,לקבל,verbs,1.15
2783,suojella,לכסות,verbs,2.1
2784,rajaviiva,גבול,nouns,3.65
2785,tiheä,קשה,adjectives,0.65
2786,kunto,חוזה,nouns,0.7
2787,miekkailu,התעמלות,nouns,1.5
2788,keinotekoinen,מזוייף,adjectives,4.15
2789,nilkka,חלון,nouns,0.0
2790,sitruuna,תה,nouns,0.7
2791,ananas,טלפון סללורי,nouns,0.0
2792,viikko,סוף שבוע,nouns,1.65
2793,liha,בקר,nouns,2.95
2794,löytää,לברוח,verbs,0.6
2795,kissa,ארנב,nouns,1.3
2796,idea,תמונה,nouns,0.95
2797,siepata,לגנוב,verbs,2.45
2798,pitää,לתת,verbs,0.5
2799,menestyjä,גבר,nouns,0.55
2800,suuri,גמיש,adjectives,0.3
2801,auto,טנק,nouns,1.2
2802,tulla,להראות,verbs,0.25
2803,lumivyöry,שלג,nouns,1.8
2804,käsi,אגודל,nouns,1.85
2805,tehtävä,כביש,nouns,0.0
2806,nenä,פה,nouns,1.4
2807,vastaanottaa,להשיג,verbs,1.3
2808,sana,ספרות,nouns,1.15
2809,tiedustella,לדרוש,verbs,0.85
2810,kirja,מאמר,nouns,1.8
2811,typerä,פתי,adjectives,1.9
2812,aggressiivinen,מעוקל,adjectives,0.05
2813,tuhota,לבנות,verbs,0.7
2814,onnistua,לנצח,verbs,2.75
2815,määrittää,לפנות,verbs,0.15
2816,päivä ,בוקר,nouns,2.0
2817,valmistaa,להרוס,verbs,0.7
2818,rakentaa,לחבר,verbs,1.6
2819,tuoli,טלסקופ,nouns,0.15
2820,peittää,להסוות,verbs,3.15
2821,talvi,עונה,nouns,1.6
2822,ovi,חלון,nouns,1.4
2823,valmentaja,בייסבול,nouns,0.35
2824,evakuoida,לקבוע,verbs,0.15
2825,sekunti,דקה,nouns,2.25
2826,köyhyys,עושר,nouns,0.8
2827,yhdistää,לקשור,verbs,2.85
2828,lainata,להתחנן,verbs,0.5
2829,ajatella,להרהר,verbs,5.25
2830,sotkuinen,מסודר,adjectives,0.65
2831,presidentti,פוליטיקאי,nouns,2.55
2832,kaapeli, קפלה,nouns,0.0
2833,antaa anteeksi,לקבל,verbs,1.5
2834,laulu,בלדה,nouns,4.2
2835,rauhallinen,ניטרלי,adjectives,1.25
2836,talo,אסם,nouns,1.85
2837,passiivisesti,במרץ,adverbs,0.45
2838,hame,שעון,nouns,0.25
2839,täysin,בעיקרון,adverbs,1.25
2840,jumala,כומר,nouns,1.1
2841,pää,כתף,nouns,1.15
2842,muu,הפוך,adjectives,0.45
2843,jalkaterä,חול,nouns,0.25
2844,pelästynyt,עצבני,adjectives,1.5
2845,armeija,לגיון,nouns,2.8
2846,brandy,יין,nouns,1.95
2847,luoda,לדמיין,verbs,1.3
2848,sohva,כיסא,nouns,2.3
2849,ilmiselvästi,באופן מקומי,adverbs,0.1
2850,avuton,פגיע,adjectives,3.5
2851,aihe,ספר,nouns,0.65
2852,kouluttaa,ללמוד,verbs,1.55
2853,järjestys,תפריט,nouns,0.65
2854,auto,צופר,nouns,0.65
2855,syyllinen,רע,adjectives,0.95
2856,mies,מנצח,nouns,0.55
2857,hoikka,צנום,adjectives,5.1
2858,laturi,דיסק,nouns,0.2
2859,samanaikaisuus,מטבע,nouns,0.6
2860,sulautua,להכות,verbs,0.05
2861,saari,נסיכה,nouns,0.3
2862,matkia,ללכוד,verbs,0.25
2863,tilastotiede,טניס,nouns,0.1
2864,varallisuus,תהילה,nouns,1.15
2865,jättää,להתעלם,verbs,1.65
2866,mutantti,סוציוביולוגיה,nouns,0.4
2867,maksa,ריאה,nouns,1.5
2868,pilli,משימה,nouns,0.0
2869,hurrikaani,סערה,nouns,3.55
2870,setä,דודן,nouns,2.35
2871,sääntö,מוסכמה,nouns,2.55
2872,uskomus,ערך,nouns,1.75
2873,ase,סכין,nouns,2.35
2874,antaa,להשאיל,verbs,2.23
2875,vastapäinen,אחר,adjectives,0.45
2876,kuoro,כנסייה,nouns,1.05
2877,lumi,סערה,nouns,1.55
2878,mennä,לטייל,verbs,2.8
2879,kitara,תוף,nouns,1.9
2880,moraaliton,רע,adjectives,2.75
2881,kurkku,לשון,nouns,1.35
2882,omena,אור,nouns,0.0
2883,häätää,להשאיר,verbs,1.0
2884,viini,אלכוהול,nouns,2.45
2885,yksinkertainen,מורכב,adjectives,1.1
2886,elokuvaus,במאי,nouns,1.0
2887,meri,שפך,nouns,1.4
2888,voi,תפוד,nouns,0.9
2889,silkkitoukka,זחל,nouns,3.0
2890,ihmiset,בלון,nouns,0.1
2891,liha,דם,nouns,1.15
2892,kauhea,עצוב,adjectives,1.15
2893,kirja,חיבור,nouns,1.8
2894,halata,להחזיק,verbs,1.65
2895,alumiini,מתכת,nouns,2.6
2896,rangaista,לציית,verbs,0.6
2897,auto,כרכרה,nouns,1.7
2898,saapua,לבוא,verbs,5.1
2899,sinkki,זהב,nouns,1.6
2900,minuus,ביטחון,nouns,1.05
2901,hengellinen,חסר גוף,adjectives,2.1
2902,särkyvä,נוקשה,adjectives,0.45
2903,rukoilla,לבקש,verbs,1.75
2904,havaintokyky,חזון,nouns,3.05
2905,viaton,חופשי,adjectives,0.4
2906,lainata,למכור,verbs,0.85
2907,nauraa,לגחך,verbs,4.7
2908,puu,עלה,nouns,1.5
2909,sokeri,דבש,nouns,1.9
2910,tuoda,לשאת,verbs,1.9
2911,mielettömästi,בעצב,adverbs,0.65
2912,lehmä,עז,nouns,1.6
2913,niukka,מצומצם,adjectives,2.3
2914,tarkasti,באזור,adverbs,2.55
2915,morsian,נסיכה,nouns,0.8
2916,kuukausi,אוגוסט,nouns,2.5
2917,kuja,רחוב,nouns,3.95
2918,prinsessa,כלה,nouns,0.8
2919,sopimus,חור,nouns,0.0
2920,nõyrästi,בגאווה,adverbs,0.7
2921,kallis,ביישן,adjectives,0.05
2922,rutiininomaisesti,בדרך כלל,adverbs,3.85
2923,ilmestyä,לעזוב,verbs,0.3
2924,juliste,נייר,nouns,2.45
2925,happo,בסיס,nouns,0.6
2926,matka,טיול,nouns,4.35
2927,ärsyttää,לנחש,verbs,0.05
2928,partneri,בחור,nouns,1.2
2929,kypsennetty,מורתח,adjectives,3.4
2930,enkeli,שד,nouns,1.05
2931,jäätyä,לרעוד,verbs,1.25
2932,päivämäärä,יומן,nouns,1.4
2933,vaeltaa,לעזוב,verbs,0.7
2934,perustuslaki,קיסר,nouns,0.45
2935,kynsi,ראש,nouns,0.95
2936,tavallinen,מוזר,adjectives,0.7
2937,musiikki,חליל,nouns,1.2
2938,kilpaileminen,פילוסוף,nouns,0.0
2939,vene,מכונית,nouns,1.25
2940,tuoli,ספסל,nouns,3.2
2941,haittaohjelma,תולעת,nouns,1.8
2942,ottaa,לגנוב,verbs,2.1
2943,yö,פרק,nouns,0.05
2944,piispa,ארכיבישוף,nouns,3.35
2945,harmonia,פסנתר,nouns,0.85
2946,hyväksyä,לסרב,verbs,0.65
2947,vähäpätöinen,משמעותי,adjectives,0.65
2948,toimeksianto,משימה,nouns,5.3
2949,kupla,קצף,nouns,2.2
2950,tyydyttää,לרצות,verbs,2.85
2951,kilpi,מגן,nouns,2.55
2952,tarina,נושא,nouns,1.15
2953,luvata,להישבע,verbs,4.9
2954,yhteiskunta,תרבות,nouns,1.9
2955,kotona,הרחק,adverbs,0.8
2956,motelli,אכסניה,nouns,4.3
2957,yrittää,לשכנע,verbs,0.75
2958,haluta,לחשוק,verbs,4.45
2959,puhdashenkinen,צנוע,adjectives,0.9
2960,arkipäiväinen,רגיל,adjectives,5.0
2961,tukehtua,להרוג,verbs,1.65
2962,aamiainen,בייקון,nouns,1.25
2963,laskuoppi,היגיון,nouns,1.35
2964,uloskäynti,זכות בחירה,nouns,0.0
2965,mökki,ביתן,nouns,3.65
2966,kansi,סירה,nouns,1.1
2967,kuva,השתקפות,nouns,1.8
2968,ratkaista,לסיים,verbs,2.45
2969,oikeudenkäynti,מבחן,nouns,0.75
2970,kriketti,אוהד,nouns,0.3
2971,tuomita,להחליט,verbs,1.8
2972,galleria,עורך דין,nouns,0.0
2973,puuvilla,סוודר,nouns,1.15
2974,osavaltio,בית,nouns,0.7
2975,alkoholi,קוקטייל,nouns,2.4
2976,laakso,דיכאון,nouns,0.0
2977,korkeus,המרה,nouns,0.45
2978,jäädä,לקבל,verbs,0.4
2979,kirja,סיפור,nouns,1.9
2980,saippuavaahto,בועה,nouns,2.2
2981,määrittää,לחזות,verbs,0.8
2982,pesäpallo,אחווה,nouns,0.25
2983,oppia,לספוג,verbs,1.95
2984,tietää,לתת,verbs,0.15
2985,kämppä,מחנה,nouns,0.9
2986,pakti,תנאי,nouns,0.7
2987,lämmitin,מטרייה,nouns,0.6
2988,tehdä yhteistyötä,להשתתף,verbs,2.05
2989,vaatteet,מעיל,nouns,1.93
2990,turvautua,להסתמך,verbs,2.8
2991,taivas,יקום,nouns,1.35
2992,puu,מייפל,nouns,3.05
2993,tytär,תינוקת,nouns,2.65
2994,huone,אמבטיה,nouns,0.7
2995,jumala,רוח,nouns,1.65
2996,tietää,להאמין,verbs,1.3
2997,risuaita,נושא,nouns,0.45
2998,vahva,גאה,adjectives,0.45
2999,vatsa,חדר שינה,nouns,0.05
3000,kantaa,להביא,verbs,1.9
3001,hienovaraisesti,בוודאי,adverbs,0.2
3002,tuli,אפוקליפסה,nouns,0.6
3003,paristo,תיאטרון,nouns,0.0
3004,universumi,שמיים,nouns,1.35
3005,kuningatar,דבורה,nouns,1.0
3006,lattia,תקרה,nouns,1.25
3007,auringonlasku,זריחה,nouns,1.6
3008,ylpeä,נועז,adjectives,0.55
3009,poika,ילד,nouns,3.25
3010,lepakko,ערפד,nouns,2.15
3011,mäki,צוק,nouns,1.95
3012,pallo,כדורעף,nouns,2.55
3013,riemuvoitto,ניצחון,nouns,3.4
3014,eriskummallinen,מוזר,adjectives,5.1
3015,kummallinen,רגיל,adjectives,0.7
3016,suoli,עצב,nouns,0.75
3017,ilo,גאווה,nouns,1.85
3018,jälkeen,לפני,adverbs,0.7
3019,kongressi,פרלמנט,nouns,4.0
3020,vaatia,להתווכח,verbs,0.75
3021,vihollinen,מתנגד,nouns,3.95
3022,vaikutelma,אמונה,nouns,1.3
3023,kaatua,להיפצע,verbs,1.1
3024,rauhallisesti,בהרס,adverbs,0.4
3025,lehti,עץ,nouns,1.5
3026,pohja,חומצה,nouns,0.6
3027,peli,כיף,nouns,1.05
3028,itsepäinen,טיפש,adjectives,0.75
3029,johtokunta,משרה,nouns,1.0
3030,helppo,קשה,adjectives,0.7
3031,peittää,לקבור,verbs,3.25
3032,reikä,הסכם,nouns,0.0
3033,varainkeruu ,פיתוח,nouns,0.4
3034,viski,אלכוהול,nouns,2.45
3035,antaa,להכחיש,verbs,0.05
3036,miellyttää,לספק,verbs,2.85
3037,arvosana,לימודים,nouns,1.2
3038,innostunut,מבוהל,adjectives,0.75
3039,kirurgia,לב,nouns,0.75
3040,unohtaa,לדעת,verbs,0.65
3041,kuningas,שליט,nouns,4.15
3042,tila,כעס,nouns,0.6
3043,luotto,לווה,nouns,1.1
3044,hiili,אטום,nouns,1.6
3045,uskalias,גאה,adjectives,0.55
3046,historiografi,היסטוריון,nouns,3.3
3047,sulttaani,כהונה,nouns,0.65
3048,edellyttää,לחזות,verbs,0.3
3049,liha,לחם,nouns,0.9
3050,lumi,קרח,nouns,2.9
3051,museo,מינט,nouns,0.2
3052,antaa,לקבל,verbs,1.15
3053,laki,לימודים,nouns,0.6
3054,kiistää,להימנע,verbs,1.05
3055,armahtaa,לסלוח,verbs,5.2
3056,tietämättömyys,אינטליגנציה,nouns,0.65
3057,mehu,כף,nouns,0.35
3058,uutiset,רכילות,nouns,1.6
3059,yhtiö,עסק,nouns,2.55
3060,pellava,בד,nouns,2.15
3061,kertolasku,חילוק,nouns,1.8
3062,arvokkuus,סמל,nouns,0.8
3063,ei koskaan,בכנות,adverbs,0.0
3064,myytti,סאטירה,nouns,0.8
3065,laillinen,בטוח,adjectives,1.1
3066,asianmukainen,מנומס,adjectives,1.45
3067,kysyä,להתחנן,verbs,3.0
3068,lainmukainen,לא חוקי,adjectives,0.7
3069,järvi,ענן,nouns,0.55
3070,vesi,בצורת,nouns,0.5
3071,tankki,מכונית,nouns,1.2
3072,fakta,הוכחה,nouns,2.3
3073,ikuisuus,אפס,nouns,0.65
3074,passiivisesti,בשקט,adverbs,1.05
3075,kaava,יומן,nouns,0.2
3076,kevät,גייזר,nouns,0.0
3077,kappale,זנב,nouns,0.2
3078,tohtori,מזג,nouns,0.0
3079,miljonääri,דולר,nouns,0.9
3080,pitää päällä,לקרוע,verbs,0.2
3081,linna,קיר,nouns,0.95
3082,valita,להחליט,verbs,3.05
3083,kompastua,ליפול,verbs,3.85
3084,kana,סטייק,nouns,1.4
3085,auringonlasku,ערב,nouns,1.6
3086,hampaat,פטיש,nouns,0.0
3087,luotettavasti,באופן סביל,adverbs,0.55
3088,neliö,מפה,nouns,0.45
3089,poliisi,פוליטיקאי,nouns,0.7
3090,apuraha,שכר לימוד,nouns,0.9
3091,kuolla,להתפורר,verbs,0.85
3092,hävitä,להיעלם,verbs,5.0
3093,käsivarsi,ברך,nouns,1.4
3094,aloittaa,ללכת,verbs,0.5
3095,juoma,בירה,nouns,2.35
3096,epäkypsä,חסר אחריות,adjectives,2.3
3097,lentoperämies,תא הטייס,nouns,0.95
3098,opettaja,עוזר,nouns,1.9
3099,häpeissään oleva,בר מזל,adjectives,0.1
3100,koodi,סמל,nouns,2.5
3101,pilvi,אגם,nouns,0.55
3102,luoda,לצייר,verbs,1.95
3103,tuonpuoleinen,גיהנום,nouns,1.9
3104,ylpeästi,בשלווה,adverbs,0.1
3105,lainrikkoja,פושע,nouns,5.5
3106,makuuhuone,אופניים,nouns,0.15
3107,tähti,בהירות,nouns,1.1
3108,huonekalut,מיטה,nouns,2.05
3109,säästö,אדם חסכן,nouns,1.3
3110,kummallinen,ביזארי,adjectives,5.1
3111,päättää,לשפוט,verbs,1.8
3112,kertoa,להוסיף,verbs,1.4
3113,usva,גשם,nouns,1.8
3114,kaapata,לחקות,verbs,0.25
3115,heppu,חבר,nouns,1.35
3116,setä,גבר,nouns,2.25
3117,anarkia,כאוס,nouns,4.0
3118,nainen,משימה,nouns,0.0
3119,nopeus,משרה,nouns,0.3
3120,poissa,בבית,adverbs,0.8
3121,hankkia,לגנוב,verbs,1.4
3122,syvästi,בעיקר,adverbs,0.8
3123,lujasti,ברכות,adverbs,0.4
3124,nyyhkyttää,לבכות,verbs,4.7
3125,hohtaa,לזרוח,verbs,4.6
3126,ei koskaan,שלילי,adjectives,1.35
3127,totella,להתנהג,verbs,2.0
3128,kyynärpää,קרסול,nouns,1.7
3129,mehu,מילקשייק,nouns,1.7
3130,johto,כבל,nouns,3.55
3131,rikos,הפרה,nouns,1.85
3132,herra,גברת,nouns,1.1
3133,tieto,ספר,nouns,1.1
3134,asteroidi,כוכב,nouns,1.8
3135,yhdistää,לשלב,verbs,3.65
3136,jahdata,לעקוב,verbs,2.75
3137,lannistaa,לעודד,verbs,0.7
3138,vetää,לדחוף,verbs,0.75
3139,saada kiinni,לרדוף,verbs,1.55
3140,itkeä,לצחוק,verbs,0.65
3141,biotooppi,ביולוגיה,nouns,1.45
3142,suorittaa,להצדיע,verbs,0.45
3143,tarpeellinen,חשוב,adjectives,4.0
3144,päiväkirja,דבש,nouns,0.25
3145,kuuluttaa,להצהיר,verbs,4.35
3146,muurahainen,חרק,nouns,2.1
3147,ulospäinsuuntautunut,נכנס,adjectives,0.7
3148,lainata,לשמור,verbs,0.75
3149,fraasi,מילה,nouns,2.1
3150,kitara,כינור,nouns,1.95
3151,vaeltaa,לחפש,verbs,0.95
3152,suututtaa,לעצבן,verbs,4.8
3153,neuropsykologia,פרפסיכולוגיה,nouns,1.55
3154,behaviorismi,טיפול,nouns,1.0
3155,pelästyttää,לרדוף,verbs,1.15
3156,vaatimaton,טהור,adjectives,0.9
3157,matriisi,וקטור,nouns,1.95
3158,suutin,נוזל,nouns,0.5
3159,ravistaa,לבחוש,verbs,2.15
3160,karata,להימלט,verbs,5.4
3161,liittyä,להוסיף,verbs,1.3
3162,koripallo,בייסבול,nouns,2.2
3163,kryptogrammi,סמל,nouns,1.6
3164,paha,נורא,adjectives,4.1
3165,hunaja,סוכר,nouns,1.9
3166,vaatimaton,מתבייש,adjectives,1.15
3167,kulta,אבץ,nouns,1.6
3168,ottaa,להחזיק,verbs,1.55
3169,ovi,כניסה,nouns,3.1
3170,kana,סעודה,nouns,1.05
3171,kuu,פלנטה,nouns,2.1
3172,jumala,שטן,nouns,1.55
3173,hysteria,בלבול,nouns,1.4
3174,positiivisesti,כנראה,adverbs,1.15
3175,lävistää,לצבוט,verbs,0.75
3176,epäaito,אמיתי,adjectives,0.7
3177,saada kiinni,לקבל,verbs,1.0
3178,kirje,פסקה,nouns,0.85
3179,myrsky,שלג,nouns,1.55
3180,käsivarsi,כתף,nouns,1.8
3181,ei koskaan,לעיתים רחוקות,adverbs,2.8
3182,voimakas tuuli,שמיכה,nouns,0.4
3183,vihainen,אלים,adjectives,1.7
3184,jonkun poika,ילד,nouns,3.85
3185,kahva,חלבון,nouns,0.0
3186,veikata,להמר,verbs,2.95
3187,ase,פרווה,nouns,0.0
3188,helppo,פגיע,adjectives,0.15
3189,rakentaminen,הרס,nouns,0.7
3190,jättää,לקחת,verbs,0.55
3191,lihas,עצם,nouns,0.95
3192,maha,כרס,nouns,4.9
3193,näyttelijä,פאון,nouns,0.65
3194,passiivisesti,באופן אמין,adverbs,0.55
3195,minuutti,שנייה,nouns,2.25
3196,säästää,לטבוע,verbs,0.6
3197,sanoa,לבטא,verbs,4.1
3198,ennustaa,לקבוע,verbs,0.8
3199,isä,הורה,nouns,3.45
3200,kasvu,דשן,nouns,1.05
3201,tuoda,להחזיר,verbs,1.55
3202,suu,שיניים,nouns,1.7
3203,vetäytyä,לדחות,verbs,0.95
3204,symboli,סימן,nouns,5.05
3205,aakkoset,עט,nouns,0.45
3206,aamu,יום,nouns,2.0
3207,varkaus,פשע,nouns,2.85
3208,salaa,בבטחה,adverbs,0.5
3209,laittaa,לתת,verbs,0.85
3210,julistaa,להודיע,verbs,4.35
3211,kiertäminen,מטען,nouns,0.25
3212,omena,לימון,nouns,1.85
3213,keisari,חוקה,nouns,0.45
3214,vakava,מצחיק,adjectives,0.7
3215,toukka,תולעת משי,nouns,3.0
3216,todellisuus,אשליה,nouns,0.7
3217,ase,סמל,nouns,0.4
3218,huutaa,להתווכח,verbs,1.55
3219,pidättää,לחשוד,verbs,0.65
3220,antaa anteeksi,לשכוח,verbs,1.3
3221,ihmeellinen,מהנה,adjectives,2.45
3222,sitrushedelmä,תפוז,nouns,3.6
3223,raha,מזומן,nouns,3.1
3224,viini,ברנדי,nouns,1.95
3225,epäonnistuminen,פשיטת רגל,nouns,1.6
3226,helikopteri,מטוס,nouns,2.35
3227,laulaa,לצחוק,verbs,0.6
3228,tietty,עצבני,adjectives,0.15
3229,säännöllisesti,לעיתים,adverbs,0.95
3230,haukka,עיט,nouns,2.75
3231,kemia,תיאוריה,nouns,0.25
3232,raaja,רגל,nouns,3.15
3233,perustella,לטעון,verbs,1.2
3234,johtokunta,עכבר,nouns,0.0
3235,neuroosi,נפש,nouns,0.95
3236,mehiläinen,נמלה,nouns,1.55
3237,maksu,תשלום,nouns,3.35
3238,odottaa,להפסיק,verbs,1.35
3239,vyötärö,ארוחה,nouns,0.45
3240,töykeä,ביקורתי,adjectives,0.85
3241,raaka,מכוער,adjectives,0.95
3242,bändi,תזמורת,nouns,4.25
3243,unohtaa,לשמור,verbs,0.5
