ID,HEB,POL,PoS,score
2673,הנהלה,praca,nouns,1.0
2674,גשש,łucznik,nouns,0.85
2675,פגישה,pacjent,nouns,0.55
2676,שנה,urodziny,nouns,1.0
2677,פרדס,struś,nouns,0.1
2678,ראש,bark,nouns,1.05
2679,קתדרלה,kościół,nouns,4.1
2680,בנוחיות,łatwo,adverbs,1.95
2681,שחקן כדורת,kręglarstwo,nouns,2.45
2682,דם,szpik,nouns,1.05
2683,בנדיבות,nigdy,adverbs,0.45
2684,מעולה,zły,adjectives,0.45
2685,קרטון,papier,nouns,3.0
2686,להציע,radzić,verbs,3.9
2687,לעומק,przeważnie,adverbs,0.5
2688,רגשית,smutno,adverbs,0.9
2689,גרגיר,musztarda,nouns,0.7
2690,אי,księżniczka,nouns,0.3
2691,צדק,prawo,nouns,1.15
2692,ברוגע,subtelnie,adverbs,2.55
2693,ברכות,twardo,adverbs,0.2
2694,הנהלה,mysz,nouns,0.05
2695,אמבטיה,trik,nouns,0.0
2696,מיטה,krzesło,nouns,0.75
2697,חגורה,pętla,nouns,0.95
2698,שיחה,komunikacja,nouns,2.5
2699,ורד,motyl,nouns,0.35
2700,שיניים,usta,nouns,1.2
2701,אל,ksiądz,nouns,0.95
2702,להגן,zakryć,verbs,1.85
2703,אננס,smartfon,nouns,0.0
2704,לעשות,stać się,verbs,0.45
2705,עידן,dekada,nouns,2.5
2706,פרפר,róża,nouns,0.35
2707,לאחרונה,ostatnio,adverbs,5.75
2708,יום,poranek,nouns,2.1
2709,ייתכן,prawdopodobnie,adverbs,4.4
2710,באופן לא טבעי,naturalnie,adverbs,0.45
2711,חץ,cel,nouns,0.9
2712,צדק,trybunał,nouns,2.1
2713,אח,chłopiec,nouns,1.85
2714,משונה,dziwny,adjectives,5.25
2715,עיט,sokół,nouns,2.3
2716,סוללה,energia,nouns,2.05
2717,לשלב,łączyć,verbs,4.45
2718,מיליונר,bezdomny,nouns,0.45
2719,להכות,celować,verbs,1.0
2720,בחשיבות,poważnie,adverbs,3.0
2721,כוונה,wola,nouns,3.95
2722,אינטליגנטי,tępy,adjectives,0.45
2723,אלים,radykalny,adjectives,1.55
2724,זעיר,ogromny,adjectives,0.5
2725,מיטה,koc,nouns,0.95
2726,חשמלי,słodki,adjectives,0.0
2727,חדש,starożytny,adjectives,0.5
2728,פרווה,pistolet,nouns,0.0
2729,סוללה,teatr,nouns,0.0
2730,להזהיר,zatrzymywać,verbs,0.65
2731,בית,dywan,nouns,0.6
2732,נוחות,bezpieczeństwo,nouns,1.05
2733,טיפשי,łatwowierny,adjectives,2.35
2734,לסגת,przejść na emeryturę,verbs,2.65
2735,לכפול,dzielić,verbs,0.9
2736,למשוך,uderzyć,verbs,0.45
2737,בפתיחות,ogromnie,adverbs,0.45
2738,תובנה,fakt,nouns,1.9
2739,לצרף,miksować,verbs,4.45
2740,עוינות,agresja,nouns,4.45
2741,צמד,dwójka,nouns,5.35
2742,היסטוריון,historiograf,nouns,2.65
2743,לחשוב,dowiadywać się,verbs,0.8
2744,טפטוף,deszcz,nouns,3.35
2745,לנשום,dusić,verbs,0.5
2746,סקי,snowboard,nouns,2.3
2747,בטוח,pewny,adjectives,5.05
2748,מלך,władca,nouns,4.9
2749,כרגע,delikatnie,adverbs,0.0
2750,סיפור,temat ,nouns,1.15
2751,צר,szeroki,adjectives,0.5
2752,פתי,głupi,adjectives,2.35
2753,עכבר,kierownictwo,nouns,0.05
2754,במרץ,pasywnie,adverbs,0.3
2755,מחשב,dysk,nouns,1.15
2756,לחלוטין,prawdziwie,adverbs,1.25
2757,להזכיר,powiedzieć,verbs,1.55
2758,ים,ocean,nouns,2.75
2759,לקבל,kłaść,verbs,0.4
2760,להשאיל,dać,verbs,2.08
2761,עצם,ramię,nouns,1.1
2762,עז,krowa,nouns,1.4
2763,לשכוח,zatrzymywać,verbs,0.75
2764,צער,wstyd,nouns,0.8
2765,רוח,bóg,nouns,1.6
2766,כובע,płaszcz,nouns,0.75
2767,למכור,iść,verbs,0.05
2768,באופן חריג,normalnie,adverbs,0.45
2769,טבע,flora,nouns,2.7
2770,לתת,zezwalać,verbs,2.25
2771,משרת,niewolnik,nouns,3.95
2772,שעועית,ryż,nouns,1.05
2773,לנדוד,wędrować,verbs,4.35
2774,עיר,miasteczko,nouns,3.65
2775,לחשוב,pamiętać,verbs,1.15
2776,שבוע,weekend,nouns,1.3
2777,משוואה,formuła,nouns,4.05
2778,חוקה,cesarz,nouns,0.3
2779,פה,nos,nouns,0.9
2780,מעולה,wspaniały,adjectives,5.0
2781,בד,ubrania,nouns,1.7
2782,הסכם,dziura,nouns,0.0
2783,לעקוב,ścigać,verbs,2.65
2784,לשלוט,przezwyciężyć,verbs,1.25
2785,כישלון,bankructwo,nouns,1.95
2786,אדם,zwierzę,nouns,0.7
2787,גמיש,łatwy,adjectives,0.85
2788,להשאיל,zachować,verbs,0.55
2789,אצן,atleta,nouns,2.45
2790,לתת,zachować,verbs,0.4
2791,עובד,biuro,nouns,0.75
2792,לנער,zbierać,verbs,0.15
2793,טופולוגיה,struktura,nouns,2.6
2794,מפרק,ramię,nouns,1.45
2795,להרוג,walczyć,verbs,1.0
2796,מועדון,znak,nouns,0.0
2797,חוזה,warunek,nouns,1.5
2798,זכוכית,kryształ,nouns,2.25
2799,שלג,burza,nouns,1.5
2800,ספר,informacja,nouns,1.15
2801,רגיל,nieświadomy,adjectives,0.05
2802,תעשייה,biznes,nouns,2.15
2803,בעוצמה,otwarcie,adverbs,0.45
2804,נדיר,niezwykły,adjectives,4.7
2805,גן טרום חובה,żłobek,nouns,2.0
2806,מוספית,sufiks,nouns,2.4
2807,אגודל,paznokieć,nouns,1.35
2808,בחירה,więzienie,nouns,0.4
2809,בייקון,śniadanie,nouns,1.25
2810,לא ברור,mętny,adjectives,3.85
2811,ארון,ubrania,nouns,0.6
2812,מציאות,iluzja,nouns,0.6
2813,לטגן,piec,verbs,2.4
2814,תקיפה,przestępstwo,nouns,2.3
2815,בר מזל,zawstydzony,adjectives,0.1
2816,עץ,kamień,nouns,0.5
2817,ארוחה,wieczerza,nouns,5.15
2818,בעיקרון,zupełnie,adverbs,1.15
2819,גדול,łatwy,adjectives,0.35
2820,עליז,szczęśliwy,adjectives,4.97
2821,טחב,trawa,nouns,1.45
2822,מנורה,dżin,nouns,0.75
2823,צונאמי,morze,nouns,1.0
2824,מלוכלך,klejący,adjectives,1.3
2825,גלקסיה,astronom,nouns,1.3
2826,מהדר,podprogram,nouns,1.9
2827,משונה,normalny,adjectives,0.5
2828,כבש,jagnię,nouns,3.75
2829,טוב,znany,adjectives,0.45
2830,גברת,dżentelmen,nouns,1.2
2831,להצהיר,ogłaszać,verbs,4.7
2832,מבולגן,zorganizowany,verbs,0.5
2833,כף רגל,baza,nouns,0.85
2834,לתסכל,zniechęcać,verbs,2.3
2835,קריסטל,szkło,nouns,2.25
2836,ויטמין,żelazo,nouns,1.4
2837,אבן,drewno,nouns,0.5
2838,משועמם,nudny,adjectives,1.85
2839,מחבט,piłka,nouns,0.75
2840,להתחיל,rezygnować,verbs,0.5
2841,בקול רם,cicho,adverbs,0.25
2842,לברוח,znaleźć,verbs,0.4
2843,זהב,cynk,nouns,1.05
2844,לנסות,przekonywać,verbs,1.25
2845,להסיק,decydować,verbs,1.7
2846,מטאור,grawitacja,nouns,0.65
2847,להכחיש,unikać,verbs,0.8
2848,לדחות,potępić,verbs,2.4
2849,הליום,powietrze,nouns,1.55
2850,נועז,dumny,adjectives,1.0
2851,לגלות,eksplorować,verbs,3.0
2852,פחמימה,sacharoza,nouns,2.2
2853,מתבייש,skromny,adjectives,1.6
2854,טרי,stary,adjectives,0.5
2855,התחייבות,mianowanie,nouns,0.9
2856,מוזר,zwykły,adjectives,0.5
2857,מוח,nerw,nouns,0.7
2858,אקזוטי,rzadki,adjectives,4.6
2859,קרן,bęben,nouns,0.7
2860,שחקנית,aktor,nouns,3.0
2861,פעילות,gra,nouns,1.95
2862,אקדח,nóż,nouns,1.25
2863,לקבוע,ewakuować,verbs,0.1
2864,אבק,miotła,nouns,0.75
2865,פרח,cebulka,nouns,1.75
2866,בגדים,szuflada,nouns,0.7
2867,להתחיל,iść,verbs,0.15
2868,אמבטיה,sypialnia,nouns,0.9
2869,טלויזיה,scenarzysta,nouns,0.7
2870,למנות,obierać,verbs,1.4
2871,ללבוש,erodować,verbs,0.25
2872,גשם,zamieć,nouns,1.35
2873,באופן אידיאלי,realistycznie,adverbs,0.95
2874,בנימוס,dyskretnie,adverbs,0.7
2875,להצטרף,uczestniczyć,verbs,2.4
2876,להרוס,zabić,verbs,1.8
2877,להגן,chronić,verbs,4.65
2878,לשמוע,słuchać,verbs,3.05
2879,לקנות,kraść,verbs,0.35
2880,באופן לא הוגן,nierozsądnie,adverbs,1.5
2881,להתרחש,zdarzyć się,verbs,4.5
2882,טריק,gra,nouns,1.25
2883,חוזה,porozumienie,nouns,5.0
2884,לגנוב,brać,verbs,1.75
2885,המשך,kamera,nouns,0.0
2886,דיודה,kondensator,nouns,1.2
2887,מבושל,zagotowany,adjectives,3.5
2888,לדשדש,jeździć,verbs,0.4
2889,נוזל,dysza,nouns,0.45
2890,לחם,mięso,nouns,0.45
2891,להרוג,powiesić,verbs,1.75
2892,כומר,bóg,nouns,0.95
2893,לחרוק,trzasnąć,verbs,0.55
2894,עצלן,zajęty,adjectives,0.4
2895,מטומטם,pojętny,adjectives,0.45
2896,סימן,symbol,nouns,5.2
2897,סוודר,bawełna,nouns,1.1
2898,באופן אידיאלי,mechanicznie,adverbs,0.45
2899,ספה,krzesło,nouns,1.7
2900,להיכנס,być dłużnym,verbs,0.0
2901,חשבון,rytm,nouns,0.1
2902,שלום,szczęście,nouns,1.35
2903,שריר,kość,nouns,0.55
2904,מנומס,właściwy,adjectives,1.3
2905,שקרן,zły,adjectives,1.75
2906,ישן,świeży,adjectives,0.5
2907,רחוב,zaułek,nouns,3.4
2908,מקרה,narzędzia,nouns,0.5
2909,לייעץ,polecić,verbs,3.05
2910,לכוון,uderzyć,verbs,1.0
2911,להבריק,informować,verbs,0.0
2912,להמליץ,radzić,verbs,3.05
2913,בקר,krowa,nouns,4.4
2914,רעיה,wanna,nouns,0.05
2915,כישרון,pisarz,nouns,0.65
2916,נשיא,burmistrz,nouns,1.8
2917,יום הולדת,rok,nouns,1.0
2918,עוצמה,siła,nouns,4.6
2919,לקבל,osiągnąć,verbs,1.95
2920,לתת,pożyczać,verbs,2.45
2921,אטום,węgiel,nouns,1.6
2922,צבא,marynarka,nouns,3.5
2923,אבץ,złoto,nouns,1.05
2924,טיפול,behawioryzm,nouns,1.45
2925,לקרוע,nosić,verbs,0.15
2926,אכזר,niesprawiedliwy,adjectives,1.35
2927,כשירות,umiejętność,nouns,4.15
2928,בעוני,pokornie,adverbs,0.3
2929,קדרות,ceramika,nouns,3.25
2930,לעצור,ostrzegać,verbs,0.65
2931,לקבל,wybaczać,verbs,1.95
2932,טלסקופ,krzesło,nouns,0.15
2933,עור,rower,nouns,0.1
2934,עצם,łokieć,nouns,1.45
2935,סיוף,gimnastyka,nouns,1.05
2936,אומלל,obłąkany,adjectives,0.5
2937,מאוד,ciasno,adverbs,1.1
2938,להיכשל,powieść się,verbs,0.5
2939,לחפש,polować,verbs,2.3
2940,תינוקת,córka,nouns,2.9
2941,מוזיאון,mennica,nouns,0.25
2942,שנייה,minuta,nouns,1.6
2943,מטבח,drzwi,nouns,0.55
2944,סביבה,miecz,nouns,0.0
2945,קרדיגן,koszula,nouns,1.7
2946,סימולציה,robotyka,nouns,1.05
2947,תפוח,cukierek,nouns,0.8
2948,להבחין,słyszeć,verbs,0.95
2949,מטחנה,nasienie,nouns,0.5
2950,לשכנע,dążyć,verbs,1.2
2951,לשאוף,przejąć,verbs,0.1
2952,זנב,miska,nouns,0.0
2953,בהכרח,zasadniczo,adverbs,0.9
2954,דשן,wzrost,nouns,0.95
2955,קרושה,mundur,nouns,0.15
2956,לרצות,pragnąć,verbs,4.7
2957,לרחף,śpiewać,verbs,0.2
2958,לא סביר,przyjazny,adverbs,0.05
2959,ספר,artykuł,nouns,1.5
2960,סטייק,kurczak,nouns,1.4
2961,כס,miecz,nouns,0.35
2962,סינמטוגרפיה,reżyser,nouns,1.15
2963,נייר,drewno,nouns,1.15
2964,בעצבנות,trwożnie,adverbs,1.5
2965,באדיבות,chojnie,adverbs,2.35
2966,תוקפני,wygięty,adjectives,0.05
2967,גאה,śmiały,adjectives,1.0
2968,להודיע,proklamować,verbs,4.4
2969,נורמלי,dziwaczny,adjectives,0.5
2970,פרווה,kobieta,nouns,0.2
2971,קתדרלה,sufit,nouns,0.65
2972,שלג,pogoda,nouns,0.65
2973,להביא,przyjść,verbs,0.3
2974,עצם,kolano,nouns,1.45
2975,יריב,oponent,nouns,4.65
2976,זרוע,mięsień,nouns,1.35
2977,דבש,cukier,nouns,1.2
2978,אקדח,futro,nouns,0.0
2979,רגוע,zrelaksowany,adjectives,4.2
2980,פרח,fiołek,nouns,2.85
2981,לבנות,tworzyć,verbs,4.2
2982,משחק,trik,nouns,1.25
2983,תאגיד,biznes,nouns,2.5
2984,לדחוף,winić,verbs,0.2
2985,הכנסה,podatek,nouns,0.8
2986,לבחור,decydować,verbs,3.9
2987,מיץ,mleko,nouns,1.05
2988,בגדים,płaszcz,nouns,2.3
2989,בעצם,koniecznie,adverbs,0.9
2990,זוג,para,nouns,5.35
2991,כבל,czarodziej,nouns,0.15
2992,עוזר,nauczyciel,nouns,0.95
2993,מטומטם,rzadki,adjectives,0.1
2994,הקפת כדור הארץ,bagaż,nouns,0.1
2995,מסדרון,hol,nouns,5.65
2996,להפתיע,celebrować,verbs,0.85
2997,חובל,żeglarz,nouns,3.6
2998,בוודאי,czasem,adverbs,0.05
2999,קש,zadanie,nouns,0.0
3000,בכנות,nigdy,adverbs,0.0
3001,כיסא,ławka,nouns,2.1
3002,מזוייף,sztuczny,adjectives,4.0
3003,זרוע,kość,nouns,1.1
3004,לעזוב,przybywać,verbs,0.45
3005,ליקר,zespół,nouns,0.0
3006,מסגרת,hit,nouns,0.0
3007,לגנוב,kupować,verbs,0.35
3008,להתכנס,spotykać się,verbs,4.9
3009,אירוסין,pierścień,nouns,1.4
3010,מחלבה,miód,nouns,0.3
3011,להכריע,udusić,verbs,0.8
3012,מבצר,ściana,nouns,0.7
3013,תאונה,książka,nouns,0.0
3014,דרום,północ,nouns,0.85
3015,גבול,odgraniczenie,nouns,3.85
3016,צנוע,zawstydzony,adjectives,1.6
3017,בדיוק,niedokładnie,adverbs,0.5
3018,זרם,rzeka,nouns,2.15
3019,דלת,kuchnia,nouns,0.55
3020,לאשר,pozwalać,verbs,4.35
3021,ברור,pewnie,adverbs,3.8
3022,אצבע,dłoń,nouns,1.55
3023,להביא,narzekać,verbs,0.0
3024,תלמיד,nauczyciel,nouns,0.85
3025,ביטחון,własna osoba,nouns,0.8
3026,חרות,swoboda,nouns,5.35
3027,אינטליגנציה,umiejętność,nouns,1.8
3028,הזמנה,menu,nouns,1.1
3029,פחית,butelka,nouns,1.4
3030,מיומנות,inteligencja,nouns,1.8
3031,עבר,poprzednik,nouns,1.75
3032,פעמון,wieża,nouns,0.75
3033,בייסבול,kanapa,nouns,0.1
3034,מטר,cal,nouns,1.6
3035,גדה,brzeg morski,nouns,3.3
3036,פסל,statua,nouns,4.6
3037,כאוס,lekcja,nouns,0.15
3038,דוקטור,usposobienie,nouns,0.0
3039,דקה,sekunda,nouns,1.6
3040,כועס,gwałtowny,adjectives,1.95
3041,מעטפה,dekoracja,nouns,0.3
3042,שוטר,drugi pilot,nouns,0.6
3043,בבהירות,wielce,adverbs,0.4
3044,עצם,mózg,nouns,0.7
3045,לגמרי,wyłącznie,adverbs,2.0
3046,לכסות,zakopać,verbs,2.7
3047,לייבב,płakać,verbs,5.0
3048,אטום,cząsteczka,nouns,3.0
3049,יכולת,kompetencja,nouns,4.2
3050,להיסחף,płynąć,verbs,3.15
3051,דיאטה,sałatka,nouns,0.9
3052,מלאכותי,fałszywy,adjectives,4.0
3053,אורח חיים,cywilizacja,nouns,0.8
3054,לבשל,smażyć,verbs,2.35
3055,וריד,wybór,nouns,0.0
3056,בוס,dyrektor,nouns,5.35
3057,קרב,wojowniczość,nouns,2.95
3058,לשחרר,złapać,verbs,0.5
3059,יהלום,pieniądze,nouns,0.8
3060,חיפוש,cel,nouns,1.3
3061,לעקל,dążyć,verbs,0.1
3062,להקשיב,rozumieć,verbs,1.45
3063,מטומטם,gęsty,adjectives,0.1
3064,שד,lampa,nouns,0.75
3065,לבכות,szlochać,verbs,5.0
3066,המון,parada,nouns,1.8
3067,להקה,trunek,nouns,0.0
3068,לגנוב,nabyć,verbs,1.1
3069,אלומיניום,metal,nouns,2.3
3070,צוואר,ramię,nouns,0.8
3071,פקעת,kwiat,nouns,1.75
3072,מילה,fraza,nouns,3.35
3073,חתיך,facet,nouns,1.2
3074,משרה,szybkość,nouns,0.3
3075,לחשוב,decydować,verbs,1.5
3076,עורלה,obrzezanie,nouns,1.45
3077,מקהלה,kościół,nouns,1.25
3078,לסלוח,rozumieć,verbs,1.6
3079,להאמין,akceptować,verbs,1.4
3080,תוכנית,jedzenie,nouns,0.25
3081,באופן עצמאי,odpowiedzialnie,adverbs,1.15
3082,לשכוח,ignorować,verbs,1.4
3083,מורה,student,nouns,0.85
3084,תאריך,kalendarz,nouns,1.45
3085,להאשים,gardzić,verbs,0.5
3086,זריז,prędki,adjectives,5.05
3087,סימן,klub,nouns,0.0
3088,להתלונן,przynieść,verbs,0.0
3089,אינטליגנציה,logika,nouns,2.55
3090,קערה,talerz,nouns,2.95
3091,רעיה,cent,nouns,0.05
3092,להסכים,zadowalać,verbs,0.9
3093,כעס,nastrój,nouns,1.05
3094,לרדוף,zbadać,verbs,0.7
3095,לכסות,chronić,verbs,1.85
3096,משפטן,prawnik,nouns,4.5
3097,להזניח,wyrzec się,verbs,1.1
3098,אסטרואיד,gwiazda,nouns,1.65
3099,עיתונאי,poeta,nouns,1.05
3100,חילוניות,religia,nouns,0.6
3101,בגדים,kurtka,nouns,1.9
3102,מרוץ,weekend,nouns,0.05
3103,נחמד,towarzyski,adjectives,3.0
3104,פרה,koza,nouns,1.4
3105,עשור,stulecie,nouns,1.15
3106,מחר,dzisiaj wieczorem,adverbs,0.55
3107,תינוק,dorosły,nouns,0.7
3108,סיפון,mysz,nouns,0.05
3109,גאה,silny,adjectives,0.55
3110,בגדים,guzik,nouns,0.95
3111,פיל,kompas,nouns,0.0
3112,פתוגן,zarazek,nouns,3.7
3113,לקחת,kraść,verbs,1.75
3114,לחם,ser,nouns,0.6
3115,באופן פסיבי,cicho,adverbs,1.0
3116,להאשים,pchać,verbs,0.2
3117,אלגברה,operacja,nouns,0.7
3118,חייל,pokój,nouns,0.55
3119,סוכרוז,węglowodan,nouns,2.2
3120,קצר,długi,adjectives,0.5
3121,כיתה,hol,nouns,0.6
3122,שחקן,aktorka,nouns,3.0
3123,ממוצע,regularny,adjectives,3.15
3124,ישן,nowy,adjectives,0.5
3125,בטן,sypialnia,nouns,0.05
3126,להפסיד,zachować,verbs,0.35
3127,בטן,żyła,nouns,0.55
3128,חדר שינה,łazienka,nouns,0.9
3129,פעולה,algebra,nouns,0.7
3130,קולנוע,popcorn,nouns,0.7
3131,מדען,pielęgniarka,nouns,0.25
3132,להבטיח,przysięgać,verbs,4.75
3133,אזור,narożnik,nouns,0.9
3134,סירה,samochód,nouns,1.1
3135,אלפבית,długopis,nouns,0.45
3136,לתקוף,ranić,verbs,2.65
3137,כריך,mięso,nouns,0.55
3138,וילון,pręt,nouns,0.7
3139,דק,wąski,adjectives,3.05
3140,כותנה,sweter,nouns,1.1
3141,כביש,szosa,nouns,4.8
3142,לתלות,kłaść,verbs,0.7
3143,באופן מוזר,inaczej,adverbs,1.05
3144,להפוך,pojawić się,verbs,0.8
3145,לכאורה,prosto,adverbs,0.95
3146,מעונן,prognoza,nouns,0.75
3147,גלוי,nieujawniony,adjectives,0.5
3148,חצוף,głośny,adjectives,0.7
3149,ים,tsunami,nouns,1.0
3150,אבא,mężczyzna,nouns,2.65
3151,באופן מציאותי,niedawno,adverbs,0.1
3152,חקלאות,monokultura,nouns,1.4
3153,יהיר,dumny,adjectives,2.95
3154,הוריקן,burza,nouns,3.0
3155,ערמומי,niewiarygodny,adjectives,2.0
3156,להתעלם,unikać,verbs,2.4
3157,לשכוח,wybaczać,verbs,1.95
3158,בכנות,poważnie,adverbs,1.45
3159,רעיה,dziura,nouns,0.0
3160,מורה,instruktor,nouns,4.5
3161,חומצה,baza,nouns,0.6
3162,אנטרופיה,informacja,nouns,0.9
3163,לסיים,rywalizować,verbs,0.15
3164,להתעורר,chrapać,verbs,0.5
3165,ויסקי,alkohol,nouns,2.65
3166,פרוזדור,klasa,nouns,0.6
3167,פטיש,zęby,nouns,0.0
3168,נינוח,spokojny,adjectives,4.2
3169,לשלוט,wygrać,verbs,2.05
3170,מכונה,komputer,nouns,3.2
3171,מחלה,niebezpieczeństwo,nouns,0.75
3172,מכוסה,odkryty,adjectives,0.55
3173,אגם,bagno,nouns,1.0
3174,פסל,posiadłość,nouns,0.25
3175,עולם,glob,nouns,4.15
3176,בהחלט,prawdopodobnie,adverbs,1.8
3177,סוף שבוע,tydzień,nouns,1.3
3178,אקדח,ludzie,nouns,0.3
3179,זכוכית,odznaka,nouns,0.25
3180,להרוג,dusić,verbs,2.2
3181,שחקן,trener,nouns,1.0
3182,אנשים,populacja,nouns,3.95
3183,מושחת,zły,adjectives,2.65
3184,באופן מסוכן,ostrożnie,adverbs,0.45
3185,בבהירות,lekko,adverbs,0.55
3186,אנרגיה,bateria,nouns,2.05
3187,לא בטוח,przestraszony,adjectives,1.65
3188,עובד,aparat,nouns,0.25
3189,לקבל,dostarczać,verbs,0.5
3190,תחזית,śnieg,nouns,0.65
3191,אסם,dom,nouns,0.95
3192,פוליאסטר,bawełna,nouns,1.0
3193,ג'ויסטיק,radar,nouns,0.1
3194,עצום,malutki,adjectives,0.5
3195,תרשים,wykres,nouns,4.7
3196,להתווכח,zgadzać się,verbs,0.5
3197,להביא,nieść,verbs,2.15
3198,לאחר מכן,nigdy,adverbs,0.65
3199,מידע,entropia,nouns,0.9
3200,ערב,zachód słońca,nouns,2.2
3201,בלתי צפוי,nieprzewidziany,adjectives,5.25
